order_id,customer_id,amount,status,created_at
559,191,215.75,shipped,2026-01-29 00:00:00
560,55,29.33,shipped,2026-01-30 00:00:00
561,179,43.32,shipped,2026-01-30 00:00:00
562,193,28.4,shipped,2026-01-30 00:00:00
563,146,30.88,refunded,2026-01-30 00:00:00
564,156,30.75,shipped,2026-01-30 00:00:00
565,94,26.45,refunded,2026-01-30 00:00:00
566,70,38.29,shipped,2026-01-30 00:00:00
567,190,25.78,shipped,2026-01-31 00:00:00
568,14,84.26,shipped,2026-01-31 00:00:00
569,111,115.73,shipped,2026-01-31 00:00:00
570,127,102.58,placed,2026-01-31 00:00:00
571,81,95.15,cancelled,2026-01-31 00:00:00
572,42,63.51,shipped,2026-01-31 00:00:00
573,45,23.61,shipped,2026-01-31 00:00:00
574,200,30.33,shipped,2026-02-01 00:00:00
575,162,58.29,shipped,2026-02-01 00:00:00
576,194,31.13,cancelled,2026-02-01 00:00:00
577,149,222.99,shipped,2026-02-01 00:00:00
578,29,80.68,refunded,2026-02-01 00:00:00
579,155,149.12,shipped,2026-02-01 00:00:00
580,60,42.6,placed,2026-02-01 00:00:00
581,177,80.08,refunded,2026-02-01 00:00:00
582,71,27.99,cancelled,2026-02-02 00:00:00
583,112,53.6,cancelled,2026-02-02 00:00:00
584,147,38.21,shipped,2026-02-02 00:00:00
585,124,36.9,shipped,2026-02-02 00:00:00
586,222,64.79,shipped,2026-02-02 00:00:00
587,144,207.13,shipped,2026-02-03 00:00:00
588,6,153.98,shipped,2026-02-03 00:00:00
589,50,60.57,shipped,2026-02-03 00:00:00
590,237,43.39,cancelled,2026-02-03 00:00:00
591,166,61.51,placed,2026-02-03 00:00:00
592,79,37.69,shipped,2026-02-03 00:00:00
593,206,37.01,shipped,2026-02-03 00:00:00
594,55,29.13,shipped,2026-02-04 00:00:00
595,144,80.83,shipped,2026-02-04 00:00:00
596,90,215.59,shipped,2026-02-05 00:00:00
597,90,98.54,shipped,2026-02-05 00:00:00
598,49,94.66,shipped,2026-02-05 00:00:00
599,147,72.66,shipped,2026-02-06 00:00:00
600,162,15.33,shipped,2026-02-06 00:00:00
601,154,20.51,shipped,2026-02-06 00:00:00
602,207,31.78,placed,2026-02-06 00:00:00
603,165,96.43,shipped,2026-02-07 00:00:00
604,34,44.55,shipped,2026-02-07 00:00:00
605,109,97.11,refunded,2026-02-07 00:00:00
606,89,19.01,shipped,2026-02-07 00:00:00
607,139,92.9,refunded,2026-02-07 00:00:00
608,144,72.08,placed,2026-02-07 00:00:00
609,201,22.97,shipped,2026-02-08 00:00:00
610,105,120.48,refunded,2026-02-08 00:00:00
611,30,12.99,shipped,2026-02-08 00:00:00
612,11,90.32,shipped,2026-02-08 00:00:00
613,144,116.68,placed,2026-02-08 00:00:00
614,140,70.48,shipped,2026-02-09 00:00:00
615,109,69.69,shipped,2026-02-09 00:00:00
616,18,13.04,shipped,2026-02-09 00:00:00
617,158,43.67,shipped,2026-02-09 00:00:00
618,120,115.4,shipped,2026-02-09 00:00:00
619,212,78.78,cancelled,2026-02-09 00:00:00
620,140,87.3,placed,2026-02-09 00:00:00
621,35,25.9,placed,2026-02-10 00:00:00
622,109,98.98,shipped,2026-02-10 00:00:00
623,31,46.68,shipped,2026-02-10 00:00:00
624,93,22.41,shipped,2026-02-10 00:00:00
625,72,78.72,shipped,2026-02-10 00:00:00
626,55,15.74,shipped,2026-02-10 00:00:00
627,160,201.08,shipped,2026-02-10 00:00:00
628,134,49.14,cancelled,2026-02-11 00:00:00
629,135,88.82,shipped,2026-02-11 00:00:00
630,34,50.69,placed,2026-02-11 00:00:00
631,124,81.59,cancelled,2026-02-11 00:00:00
632,41,34.32,cancelled,2026-02-11 00:00:00
633,41,19.25,cancelled,2026-02-11 00:00:00
634,67,57.62,shipped,2026-02-11 00:00:00
635,146,12.83,shipped,2026-02-12 00:00:00
636,174,31.2,shipped,2026-02-12 00:00:00
637,76,69.02,shipped,2026-02-12 00:00:00
638,53,31.38,placed,2026-02-12 00:00:00
639,145,87.27,shipped,2026-02-12 00:00:00
640,206,83.93,shipped,2026-02-13 00:00:00
641,164,49.55,cancelled,2026-02-13 00:00:00
642,120,81.11,shipped,2026-02-13 00:00:00
643,171,46.43,shipped,2026-02-13 00:00:00
644,131,45.84,refunded,2026-02-13 00:00:00
645,115,45.42,shipped,2026-02-13 00:00:00
646,83,17.46,refunded,2026-02-13 00:00:00
647,116,40.99,placed,2026-02-13 00:00:00
648,137,91.03,refunded,2026-02-13 00:00:00
649,48,94.15,shipped,2026-02-14 00:00:00
650,52,87.43,shipped,2026-02-14 00:00:00
651,231,40.56,placed,2026-02-14 00:00:00
652,6,64.13,shipped,2026-02-14 00:00:00
653,222,50.26,placed,2026-02-14 00:00:00
654,146,116.93,placed,2026-02-15 00:00:00
655,175,67.03,shipped,2026-02-15 00:00:00
656,213,17.05,refunded,2026-02-15 00:00:00
657,233,14.8,shipped,2026-02-15 00:00:00
658,45,60.37,shipped,2026-02-15 00:00:00
659,105,18.61,shipped,2026-02-15 00:00:00
660,213,289.59,cancelled,2026-02-15 00:00:00
661,224,51.63,shipped,2026-02-15 00:00:00
662,67,88.64,cancelled,2026-02-15 00:00:00
663,151,82.77,shipped,2026-02-16 00:00:00
664,91,60.46,shipped,2026-02-16 00:00:00
665,134,65.8,shipped,2026-02-16 00:00:00
666,2,43.49,cancelled,2026-02-16 00:00:00
667,20,70.78,shipped,2026-02-16 00:00:00
668,81,91.82,placed,2026-02-16 00:00:00
669,102,109.65,refunded,2026-02-17 00:00:00
670,90,28.9,shipped,2026-02-17 00:00:00
671,211,69.5,cancelled,2026-02-17 00:00:00
672,67,73.15,shipped,2026-02-17 00:00:00
673,33,43.18,shipped,2026-02-18 00:00:00
674,219,61.13,cancelled,2026-02-18 00:00:00
675,49,38.09,shipped,2026-02-18 00:00:00
676,25,10.2,shipped,2026-02-18 00:00:00
677,204,182.24,shipped,2026-02-18 00:00:00
678,59,37.63,shipped,2026-02-18 00:00:00
679,176,54.06,shipped,2026-02-18 00:00:00
680,200,53.5,cancelled,2026-02-19 00:00:00
681,131,60.35,shipped,2026-02-19 00:00:00
682,207,8.91,shipped,2026-02-19 00:00:00
683,185,23.21,cancelled,2026-02-20 00:00:00
684,165,32.54,shipped,2026-02-20 00:00:00
685,152,17.62,placed,2026-02-20 00:00:00
686,92,67.88,placed,2026-02-20 00:00:00
687,48,69.69,placed,2026-02-20 00:00:00
688,203,49.41,shipped,2026-02-20 00:00:00
689,226,9.88,refunded,2026-02-21 00:00:00
690,237,29.75,refunded,2026-02-21 00:00:00
691,210,318.3,refunded,2026-02-21 00:00:00
692,32,67.21,shipped,2026-02-21 00:00:00
693,42,38.66,placed,2026-02-21 00:00:00
694,162,18.15,placed,2026-02-21 00:00:00
695,126,30.09,refunded,2026-02-21 00:00:00
696,94,57.46,shipped,2026-02-21 00:00:00
697,82,116.48,refunded,2026-02-21 00:00:00
698,209,92.54,placed,2026-02-21 00:00:00
699,194,31.19,shipped,2026-02-22 00:00:00
700,129,18.06,placed,2026-02-22 00:00:00
701,192,170.79,shipped,2026-02-22 00:00:00
702,129,23.17,cancelled,2026-02-22 00:00:00
703,240,54.59,shipped,2026-02-22 00:00:00
704,34,72.49,refunded,2026-02-22 00:00:00
705,86,55.67,shipped,2026-02-22 00:00:00
706,173,20.0,refunded,2026-02-22 00:00:00
707,126,108.68,shipped,2026-02-23 00:00:00
708,78,71.17,placed,2026-02-23 00:00:00
709,29,21.07,placed,2026-02-23 00:00:00
710,175,36.7,refunded,2026-02-23 00:00:00
711,226,110.61,shipped,2026-02-23 00:00:00
712,229,198.41,shipped,2026-02-23 00:00:00
713,209,8.9,shipped,2026-02-23 00:00:00
714,180,61.23,shipped,2026-02-23 00:00:00
715,21,57.48,refunded,2026-02-23 00:00:00
716,3,85.74,placed,2026-02-23 00:00:00
717,158,115.58,shipped,2026-02-24 00:00:00
718,207,124.19,shipped,2026-02-24 00:00:00
719,108,128.86,cancelled,2026-02-24 00:00:00
720,208,17.35,shipped,2026-02-24 00:00:00
721,118,50.43,shipped,2026-02-24 00:00:00
722,69,62.99,cancelled,2026-02-24 00:00:00
723,2,105.61,shipped,2026-02-24 00:00:00
724,148,22.47,cancelled,2026-02-24 00:00:00
725,31,116.82,cancelled,2026-02-24 00:00:00
726,148,13.65,shipped,2026-02-24 00:00:00
727,4,46.39,shipped,2026-02-24 00:00:00
728,98,67.33,placed,2026-02-25 00:00:00
729,84,34.31,cancelled,2026-02-25 00:00:00
730,89,78.58,shipped,2026-02-25 00:00:00
731,75,62.72,refunded,2026-02-25 00:00:00
732,134,30.34,refunded,2026-02-25 00:00:00
733,136,131.98,shipped,2026-02-25 00:00:00
734,165,202.9,shipped,2026-02-26 00:00:00
735,134,81.68,cancelled,2026-02-26 00:00:00
736,104,17.01,shipped,2026-02-26 00:00:00
737,197,39.8,shipped,2026-02-26 00:00:00
738,65,35.56,cancelled,2026-02-26 00:00:00
739,227,73.98,shipped,2026-02-27 00:00:00
740,234,15.83,shipped,2026-02-27 00:00:00
741,139,85.85,refunded,2026-02-27 00:00:00
742,121,58.69,shipped,2026-02-27 00:00:00
743,187,10.6,shipped,2026-02-27 00:00:00
744,60,29.79,shipped,2026-02-28 00:00:00
745,13,57.4,shipped,2026-02-28 00:00:00
746,120,80.11,cancelled,2026-02-28 00:00:00
747,39,106.24,placed,2026-02-28 00:00:00
748,151,88.03,shipped,2026-02-28 00:00:00
749,207,145.17,shipped,2026-02-28 00:00:00
750,164,47.65,placed,2026-02-28 00:00:00
751,206,77.57,refunded,2026-03-01 00:00:00
752,211,55.13,shipped,2026-03-01 00:00:00
753,23,34.9,shipped,2026-03-01 00:00:00
754,223,103.35,shipped,2026-03-01 00:00:00
755,168,85.61,placed,2026-03-01 00:00:00
756,150,112.74,placed,2026-03-01 00:00:00
757,42,40.36,shipped,2026-03-01 00:00:00
758,91,28.63,refunded,2026-03-02 00:00:00
759,238,39.15,cancelled,2026-03-02 00:00:00
760,189,34.38,refunded,2026-03-02 00:00:00
761,226,58.05,cancelled,2026-03-02 00:00:00
762,166,42.41,shipped,2026-03-02 00:00:00
763,35,89.61,shipped,2026-03-02 00:00:00
764,187,53.78,refunded,2026-03-02 00:00:00
765,44,37.93,shipped,2026-03-02 00:00:00
766,206,51.25,cancelled,2026-03-03 00:00:00
767,90,21.49,refunded,2026-03-03 00:00:00
768,56,35.0,refunded,2026-03-03 00:00:00
769,2,11.19,cancelled,2026-03-03 00:00:00
770,71,21.13,shipped,2026-03-03 00:00:00
771,29,10.1,refunded,2026-03-03 00:00:00
772,48,537.43,shipped,2026-03-04 00:00:00
773,16,35.49,cancelled,2026-03-04 00:00:00
774,15,35.57,placed,2026-03-04 00:00:00
775,51,199.76,placed,2026-03-04 00:00:00
776,104,32.87,placed,2026-03-04 00:00:00
777,124,56.78,refunded,2026-03-04 00:00:00
778,129,26.82,refunded,2026-03-04 00:00:00
779,53,9.73,shipped,2026-03-05 00:00:00
780,177,70.55,placed,2026-03-06 00:00:00
781,232,57.63,cancelled,2026-03-06 00:00:00
782,86,44.14,placed,2026-03-06 00:00:00
783,130,73.01,shipped,2026-03-06 00:00:00
784,209,112.26,shipped,2026-03-06 00:00:00
785,140,34.18,shipped,2026-03-07 00:00:00
786,145,34.4,shipped,2026-03-07 00:00:00
787,1,61.09,shipped,2026-03-07 00:00:00
788,92,18.91,shipped,2026-03-07 00:00:00
789,171,56.93,shipped,2026-03-07 00:00:00
790,115,28.01,shipped,2026-03-07 00:00:00
791,105,26.97,cancelled,2026-03-07 00:00:00
792,172,75.62,shipped,2026-03-08 00:00:00
793,16,85.15,refunded,2026-03-08 00:00:00
794,213,64.65,shipped,2026-03-09 00:00:00
795,6,40.38,shipped,2026-03-10 00:00:00
796,211,46.67,cancelled,2026-03-10 00:00:00
797,7,25.72,shipped,2026-03-10 00:00:00
798,124,38.64,shipped,2026-03-10 00:00:00
799,216,63.63,shipped,2026-03-11 00:00:00
800,9,62.55,shipped,2026-03-11 00:00:00
801,37,55.4,shipped,2026-03-11 00:00:00
802,216,56.08,shipped,2026-03-11 00:00:00
803,213,51.31,placed,2026-03-12 00:00:00
804,199,104.35,placed,2026-03-12 00:00:00
805,232,17.54,shipped,2026-03-12 00:00:00
806,7,16.08,shipped,2026-03-13 00:00:00
807,216,30.92,refunded,2026-03-13 00:00:00
808,217,51.5,refunded,2026-03-13 00:00:00
809,37,142.68,shipped,2026-03-13 00:00:00
810,27,98.49,shipped,2026-03-13 00:00:00
811,41,95.4,shipped,2026-03-13 00:00:00
812,192,62.32,shipped,2026-03-13 00:00:00
813,76,68.96,shipped,2026-03-13 00:00:00
814,213,122.24,placed,2026-03-14 00:00:00
815,186,55.94,shipped,2026-03-14 00:00:00
816,35,65.08,placed,2026-03-14 00:00:00
817,175,109.66,refunded,2026-03-14 00:00:00
818,25,191.61,placed,2026-03-15 00:00:00
819,25,51.47,shipped,2026-03-15 00:00:00
820,10,258.73,shipped,2026-03-15 00:00:00
821,130,48.08,cancelled,2026-03-15 00:00:00
822,207,48.49,cancelled,2026-03-15 00:00:00
823,152,56.53,shipped,2026-03-15 00:00:00
824,76,46.89,cancelled,2026-03-15 00:00:00
825,46,75.84,shipped,2026-03-16 00:00:00
826,232,33.82,shipped,2026-03-16 00:00:00
827,26,44.47,placed,2026-03-16 00:00:00
828,149,148.23,shipped,2026-03-16 00:00:00
829,44,146.78,shipped,2026-03-16 00:00:00
830,80,83.95,shipped,2026-03-17 00:00:00
831,102,39.67,shipped,2026-03-17 00:00:00
832,51,119.52,shipped,2026-03-17 00:00:00
833,92,78.92,shipped,2026-03-17 00:00:00
834,130,258.91,shipped,2026-03-17 00:00:00
835,178,49.29,shipped,2026-03-17 00:00:00
836,107,124.48,shipped,2026-03-17 00:00:00
837,201,132.24,shipped,2026-03-17 00:00:00
838,91,69.01,cancelled,2026-03-18 00:00:00
839,106,55.08,refunded,2026-03-18 00:00:00
840,89,82.57,shipped,2026-03-18 00:00:00
841,23,60.12,shipped,2026-03-18 00:00:00
842,98,53.1,cancelled,2026-03-18 00:00:00
843,174,194.88,shipped,2026-03-18 00:00:00
844,174,89.37,shipped,2026-03-18 00:00:00
845,5,35.15,placed,2026-03-18 00:00:00
846,203,108.03,refunded,2026-03-19 00:00:00
847,138,50.15,placed,2026-03-19 00:00:00
848,35,206.08,shipped,2026-03-19 00:00:00
849,55,44.19,shipped,2026-03-19 00:00:00
850,196,26.44,shipped,2026-03-19 00:00:00
851,116,166.59,shipped,2026-03-20 00:00:00
852,226,46.28,shipped,2026-03-20 00:00:00
853,71,114.11,refunded,2026-03-20 00:00:00
854,59,104.91,refunded,2026-03-20 00:00:00
855,232,27.9,shipped,2026-03-20 00:00:00
856,11,26.37,placed,2026-03-20 00:00:00
857,199,76.72,shipped,2026-03-20 00:00:00
858,39,50.22,shipped,2026-03-20 00:00:00
859,148,92.55,shipped,2026-03-20 00:00:00
860,221,14.15,cancelled,2026-03-20 00:00:00
861,18,93.13,shipped,2026-03-20 00:00:00
862,130,63.61,shipped,2026-03-20 00:00:00
863,102,17.0,shipped,2026-03-21 00:00:00
864,165,40.35,shipped,2026-03-21 00:00:00
865,230,32.93,refunded,2026-03-21 00:00:00
866,221,22.01,shipped,2026-03-21 00:00:00
867,120,28.58,cancelled,2026-03-21 00:00:00
868,28,40.58,placed,2026-03-21 00:00:00
869,145,56.15,shipped,2026-03-21 00:00:00
870,24,97.75,shipped,2026-03-21 00:00:00
871,161,14.14,shipped,2026-03-21 00:00:00
872,46,29.69,refunded,2026-03-22 00:00:00
873,21,43.3,cancelled,2026-03-22 00:00:00
874,52,31.28,cancelled,2026-03-22 00:00:00
875,239,29.74,shipped,2026-03-22 00:00:00
876,222,50.56,refunded,2026-03-22 00:00:00
877,130,26.22,refunded,2026-03-22 00:00:00
878,190,125.06,shipped,2026-03-22 00:00:00
879,146,59.12,shipped,2026-03-22 00:00:00
880,163,28.34,placed,2026-03-22 00:00:00
881,170,21.59,shipped,2026-03-22 00:00:00
882,44,57.91,refunded,2026-03-23 00:00:00
883,89,59.7,shipped,2026-03-23 00:00:00
884,220,96.24,placed,2026-03-24 00:00:00
885,78,62.41,shipped,2026-03-24 00:00:00
886,238,110.96,shipped,2026-03-24 00:00:00
887,9,132.9,cancelled,2026-03-24 00:00:00
888,101,40.37,placed,2026-03-24 00:00:00
889,161,39.85,shipped,2026-03-24 00:00:00
890,101,84.03,refunded,2026-03-24 00:00:00
891,68,42.16,cancelled,2026-03-25 00:00:00
892,161,10.38,cancelled,2026-03-25 00:00:00
893,11,49.32,refunded,2026-03-25 00:00:00
894,48,36.65,shipped,2026-03-25 00:00:00
895,193,37.6,placed,2026-03-26 00:00:00
896,27,141.79,shipped,2026-03-26 00:00:00
897,164,29.02,refunded,2026-03-26 00:00:00
898,139,259.4,shipped,2026-03-26 00:00:00
899,157,122.31,shipped,2026-03-26 00:00:00
900,24,33.67,shipped,2026-03-26 00:00:00
901,138,54.18,placed,2026-03-26 00:00:00
902,101,16.68,shipped,2026-03-27 00:00:00
903,150,74.05,shipped,2026-03-27 00:00:00
904,209,31.33,cancelled,2026-03-27 00:00:00
905,114,101.0,cancelled,2026-03-27 00:00:00
906,92,98.61,shipped,2026-03-27 00:00:00
907,104,123.62,shipped,2026-03-28 00:00:00
908,211,40.35,refunded,2026-03-28 00:00:00
909,68,53.14,cancelled,2026-03-28 00:00:00
910,21,45.02,cancelled,2026-03-28 00:00:00
911,51,24.27,cancelled,2026-03-28 00:00:00
912,109,68.97,placed,2026-03-28 00:00:00
913,212,28.89,shipped,2026-03-28 00:00:00
914,214,12.71,refunded,2026-03-29 00:00:00
915,226,43.17,shipped,2026-03-29 00:00:00
916,102,31.23,shipped,2026-03-29 00:00:00
917,223,62.68,placed,2026-03-29 00:00:00
918,87,53.64,shipped,2026-03-29 00:00:00
919,20,63.95,shipped,2026-03-29 00:00:00
920,129,123.37,shipped,2026-03-30 00:00:00
921,144,89.45,placed,2026-03-30 00:00:00
922,45,68.04,cancelled,2026-03-30 00:00:00
923,220,70.59,shipped,2026-03-30 00:00:00
924,18,72.71,shipped,2026-03-30 00:00:00
925,73,64.74,shipped,2026-03-30 00:00:00
926,224,6.67,shipped,2026-03-30 00:00:00
927,40,67.86,shipped,2026-03-31 00:00:00
928,129,74.21,placed,2026-03-31 00:00:00
929,114,192.23,shipped,2026-03-31 00:00:00
930,206,84.48,cancelled,2026-03-31 00:00:00
931,194,7.6,cancelled,2026-03-31 00:00:00
932,223,46.53,shipped,2026-03-31 00:00:00
933,228,82.44,shipped,2026-03-31 00:00:00
934,131,44.67,shipped,2026-03-31 00:00:00
935,214,36.73,shipped,2026-03-31 00:00:00
936,219,157.14,cancelled,2026-04-01 00:00:00
937,44,144.51,placed,2026-04-01 00:00:00
938,162,14.79,shipped,2026-04-01 00:00:00
939,39,48.34,cancelled,2026-04-01 00:00:00
940,153,27.15,shipped,2026-04-01 00:00:00
941,14,60.42,shipped,2026-04-01 00:00:00
942,187,70.11,shipped,2026-04-01 00:00:00
943,169,38.8,placed,2026-04-01 00:00:00
944,106,84.37,cancelled,2026-04-01 00:00:00
945,56,52.99,refunded,2026-04-02 00:00:00
946,159,28.44,shipped,2026-04-02 00:00:00
947,116,38.45,refunded,2026-04-03 00:00:00
948,194,41.88,placed,2026-04-03 00:00:00
949,187,130.96,refunded,2026-04-03 00:00:00
950,6,229.55,refunded,2026-04-03 00:00:00
951,62,131.54,shipped,2026-04-03 00:00:00
952,115,69.2,cancelled,2026-04-03 00:00:00
953,2,122.8,shipped,2026-04-03 00:00:00
954,133,35.76,shipped,2026-04-03 00:00:00
955,132,23.02,refunded,2026-04-04 00:00:00
956,39,138.95,shipped,2026-04-04 00:00:00
957,55,15.36,shipped,2026-04-04 00:00:00
958,121,45.5,shipped,2026-04-04 00:00:00
959,102,126.14,refunded,2026-04-05 00:00:00
960,21,54.11,shipped,2026-04-06 00:00:00
961,151,58.77,shipped,2026-04-06 00:00:00
962,181,81.37,shipped,2026-04-06 00:00:00
963,47,36.98,refunded,2026-04-06 00:00:00
964,215,43.04,refunded,2026-04-06 00:00:00
965,8,28.88,shipped,2026-04-06 00:00:00
966,165,77.48,shipped,2026-04-07 00:00:00
967,135,16.93,placed,2026-04-07 00:00:00
968,33,19.86,shipped,2026-04-08 00:00:00
969,53,47.54,shipped,2026-04-08 00:00:00
970,139,44.24,refunded,2026-04-08 00:00:00
971,136,137.27,shipped,2026-04-08 00:00:00
972,124,44.53,placed,2026-04-08 00:00:00
973,25,48.26,placed,2026-04-09 00:00:00
974,167,30.31,shipped,2026-04-09 00:00:00
975,238,92.43,shipped,2026-04-09 00:00:00
976,124,6.65,placed,2026-04-09 00:00:00
977,46,23.48,cancelled,2026-04-09 00:00:00
978,187,80.19,shipped,2026-04-09 00:00:00
979,32,22.05,cancelled,2026-04-09 00:00:00
980,129,27.19,shipped,2026-04-10 00:00:00
981,101,39.17,shipped,2026-04-10 00:00:00
982,47,55.25,refunded,2026-04-10 00:00:00
983,240,11.47,shipped,2026-04-10 00:00:00
984,14,518.88,shipped,2026-04-10 00:00:00
985,19,26.33,shipped,2026-04-10 00:00:00
986,3,31.35,refunded,2026-04-11 00:00:00
987,60,44.63,shipped,2026-04-11 00:00:00
988,114,52.58,shipped,2026-04-11 00:00:00
989,184,46.74,shipped,2026-04-11 00:00:00
990,40,40.93,refunded,2026-04-11 00:00:00
991,8,43.52,shipped,2026-04-11 00:00:00
992,2,47.45,refunded,2026-04-12 00:00:00
993,117,25.43,shipped,2026-04-12 00:00:00
994,161,125.12,shipped,2026-04-12 00:00:00
995,196,79.29,shipped,2026-04-13 00:00:00
996,2,34.95,shipped,2026-04-13 00:00:00
997,102,50.76,shipped,2026-04-13 00:00:00
998,148,59.25,placed,2026-04-13 00:00:00
999,99,186.15,refunded,2026-04-13 00:00:00
1000,46,61.04,shipped,2026-04-13 00:00:00
1001,67,26.64,placed,2026-04-13 00:00:00
1002,215,51.23,shipped,2026-04-13 00:00:00
1003,58,39.8,shipped,2026-04-14 00:00:00
1004,113,36.26,shipped,2026-04-14 00:00:00
1005,21,28.83,refunded,2026-04-14 00:00:00
1006,167,34.84,shipped,2026-04-14 00:00:00
1007,9,60.96,cancelled,2026-04-14 00:00:00
1008,43,60.85,placed,2026-04-14 00:00:00
1009,113,166.53,refunded,2026-04-15 00:00:00
1010,109,53.37,cancelled,2026-04-15 00:00:00
1011,47,30.38,shipped,2026-04-15 00:00:00
1012,181,37.21,shipped,2026-04-15 00:00:00
1013,55,24.41,shipped,2026-04-15 00:00:00
1014,43,28.09,shipped,2026-04-15 00:00:00
1015,165,65.9,shipped,2026-04-15 00:00:00
1016,232,297.06,shipped,2026-04-16 00:00:00
1017,135,48.26,cancelled,2026-04-16 00:00:00
1018,63,81.25,shipped,2026-04-16 00:00:00
1019,43,66.85,shipped,2026-04-16 00:00:00
1020,224,79.47,shipped,2026-04-16 00:00:00
1021,18,154.05,shipped,2026-04-16 00:00:00
1022,117,102.68,refunded,2026-04-16 00:00:00
1023,54,46.54,shipped,2026-04-16 00:00:00
1024,214,18.87,placed,2026-04-17 00:00:00
1025,9,83.31,cancelled,2026-04-17 00:00:00
1026,237,43.66,refunded,2026-04-17 00:00:00
1027,167,34.42,shipped,2026-04-18 00:00:00
1028,19,42.99,refunded,2026-04-18 00:00:00
1029,238,177.8,refunded,2026-04-18 00:00:00
1030,168,123.73,refunded,2026-04-18 00:00:00
1031,231,97.28,shipped,2026-04-18 00:00:00
1032,47,111.72,cancelled,2026-04-19 00:00:00
1033,232,44.81,shipped,2026-04-19 00:00:00
1034,83,105.85,cancelled,2026-04-19 00:00:00
1035,44,21.76,shipped,2026-04-19 00:00:00
1036,184,121.95,shipped,2026-04-20 00:00:00
1037,148,106.97,shipped,2026-04-20 00:00:00
1038,55,90.13,shipped,2026-04-20 00:00:00
1039,140,74.65,shipped,2026-04-20 00:00:00
1040,144,28.42,placed,2026-04-21 00:00:00
1041,26,55.1,refunded,2026-04-21 00:00:00
1042,171,115.96,cancelled,2026-04-21 00:00:00
1043,221,34.17,cancelled,2026-04-21 00:00:00
1044,154,112.51,shipped,2026-04-22 00:00:00
1045,134,117.49,shipped,2026-04-22 00:00:00
1046,124,18.97,shipped,2026-04-22 00:00:00
1047,173,41.28,refunded,2026-04-22 00:00:00
1048,55,27.76,refunded,2026-04-22 00:00:00
1049,14,52.1,placed,2026-04-22 00:00:00
1050,63,39.8,shipped,2026-04-23 00:00:00
1051,136,14.02,shipped,2026-04-23 00:00:00
1052,200,58.13,shipped,2026-04-23 00:00:00
1053,33,91.1,refunded,2026-04-23 00:00:00
1054,21,62.93,refunded,2026-04-23 00:00:00
1055,80,35.2,shipped,2026-04-24 00:00:00
1056,184,31.15,shipped,2026-04-24 00:00:00
1057,57,117.7,shipped,2026-04-24 00:00:00
1058,65,94.61,shipped,2026-04-24 00:00:00
1059,76,26.42,shipped,2026-04-24 00:00:00
1060,121,77.59,placed,2026-04-24 00:00:00
1061,84,57.98,cancelled,2026-04-25 00:00:00
1062,201,48.69,shipped,2026-04-25 00:00:00
1063,233,62.72,shipped,2026-04-25 00:00:00
1064,71,21.92,shipped,2026-04-25 00:00:00
1065,65,62.8,shipped,2026-04-25 00:00:00
1066,83,212.13,cancelled,2026-04-25 00:00:00
1067,104,43.09,shipped,2026-04-25 00:00:00
1068,56,95.16,shipped,2026-04-25 00:00:00
1069,126,42.32,refunded,2026-04-26 00:00:00
1070,60,27.4,shipped,2026-04-26 00:00:00
1071,121,47.0,shipped,2026-04-27 00:00:00
1072,169,33.0,shipped,2026-04-27 00:00:00
1073,138,26.33,shipped,2026-04-27 00:00:00
1074,220,143.43,shipped,2026-04-27 00:00:00
1075,144,102.92,shipped,2026-04-28 00:00:00
1076,1,46.13,shipped,2026-04-28 00:00:00
1077,57,159.07,shipped,2026-04-28 00:00:00
1078,58,26.42,placed,2026-04-29 00:00:00
1079,101,12.95,shipped,2026-04-29 00:00:00
1080,124,40.82,refunded,2026-04-29 00:00:00
1081,14,42.43,shipped,2026-04-30 00:00:00
1082,48,48.67,refunded,2026-04-30 00:00:00
1083,115,29.13,placed,2026-04-30 00:00:00
1084,62,79.8,shipped,2026-04-30 00:00:00
1085,89,6.1,shipped,2026-04-30 00:00:00
1086,200,39.72,shipped,2026-04-30 00:00:00
1087,38,48.44,placed,2026-04-30 00:00:00
1088,121,96.31,shipped,2026-05-01 00:00:00
1089,159,94.96,placed,2026-05-01 00:00:00
1090,117,64.07,shipped,2026-05-01 00:00:00
1091,22,53.01,shipped,2026-05-01 00:00:00
1092,134,20.18,shipped,2026-05-02 00:00:00
1093,52,71.24,shipped,2026-05-02 00:00:00
1094,209,40.66,shipped,2026-05-02 00:00:00
1095,217,28.79,shipped,2026-05-02 00:00:00
1096,108,42.26,shipped,2026-05-02 00:00:00
1097,102,47.62,cancelled,2026-05-02 00:00:00
1098,232,24.22,cancelled,2026-05-02 00:00:00
1099,222,36.45,placed,2026-05-03 00:00:00
1100,117,126.23,refunded,2026-05-03 00:00:00
1101,19,43.79,refunded,2026-05-03 00:00:00
1102,109,37.86,shipped,2026-05-03 00:00:00
1103,41,24.65,shipped,2026-05-03 00:00:00
1104,175,42.51,placed,2026-05-03 00:00:00
1105,111,49.16,refunded,2026-05-03 00:00:00
1106,194,64.16,refunded,2026-05-04 00:00:00
1107,48,147.23,shipped,2026-05-04 00:00:00
1108,111,30.78,shipped,2026-05-04 00:00:00
1109,117,17.22,shipped,2026-05-04 00:00:00
1110,159,25.04,shipped,2026-05-04 00:00:00
1111,205,47.04,shipped,2026-05-04 00:00:00
1112,62,49.11,placed,2026-05-04 00:00:00
